movie_title
陆阿采与黄飞鸿
天涯明月刀
赤裸羔羊
侠盗高飞
六壮士
旺角黑夜
群龙戏凤
宋家皇朝
天下无贼
虎鹤双形
二十四城记
苹果
倩女幽魂
十月围城
麦田
黑拳
活着
铁三角
黑白战场
三岔口
大只佬
金燕子
审死官
五郎八卦棍
满清十大酷刑
风云Ⅱ
花木兰
摩登保镳
硬汉
红番区
龙凤斗
"쓰리, 몬스터"
孔子
战·鼓
我的最爱
紫蝴蝶
搏命单刀夺命抢
刁手怪招
龙在天涯
金瓶梅
决战紫禁之顚
大兵小将
导火线
极道黒社会
十三太保
半支烟
合气道
南北少林
全城热恋
摇啊摇，摇到外婆桥
大内密探零零发
唐伯虎点秋香
オペレッタ狸御殿
同门
跟踪
江湖
女警察
铁汉柔情
宝葫芦的秘密
少林门
秋菊打官司
吴清源
迷你特攻队
超级计划
蜈蚣咒
杜拉拉升职记
岁月神偷
醉马骝
刀马旦
古惑仔之人在江湖
八仙饭店之人肉叉烧饱
原振侠与卫斯理
杂家小子
青蛇
奇逢敌手
撕票风云
女集中营
尸妖
乌鼠机密档案
残缺
羔羊医生
천사몽
新流星蝴蝶剑
新龙门客栈
赌圣
烹尸之丧尽天良
忍武者
中国超人
东邪西毒
少林木人巷
少林英雄之方世玉洪熙官
成龙的特技
半生缘
伊莎贝拉
中华丈夫
杀手天使
暗花
大丈夫
两个只能活一个
向左走向右走
食神
整蛊专家
洪文定三破白莲教
五遁忍术
败家仔
少林五祖
国产凌凌漆
恋爱行星
越光宝盒
未来警察
游龙戏凤
机器侠
雌雄双煞
菊豆
客途秋恨
志明与春娇
龙虎风云
猩猩王
黄飞鸿之五龙城歼霸
打擂台
高度戒备
黑金
瘦身男女
水浒传
剑雨
变节
侠女
蓝风筝
茉莉花开
鎗王之王
全城戒备
东宫西宫
小倩
如果·爱
中华英雄
三枪拍案惊奇
画魂
唐山大地震
弹道
苏乞儿
心中有鬼
月满轩尼诗
双食记
雪儿
最后胜利
一代宗师
蝶变
鬼猛脚
大小黄天霸
天下无双
百年好合
城市女猎人
赤色大风暴
安娜与武林
钟无艳
孤男寡女
天堂口
大冒险家
黑猫
东京攻略
戏王之王
卫斯理蓝血人
花旗少林
皇家女将
煎酿叁宝
皇家战士
回魂夜
香港奇案之强奸
急冻奇侠
辣手回春
流氓医生
有情饮水饱
野蛮密笈
热血最强
老夫子
玉观音
算死草
十二夜
恋战冲绳
瘦身
森冤
至尊无上
飞虎雄心
黄河绝恋
枪火
金钱帝国
情癫大圣
拳神
海上花
童年童年
风雨双流星
三十六迷形拳
成龙的传奇
龙拳
人间喜剧
疯猴
荒村公寓
我爱你
鸡同鸭讲
纵横四海
美丽新世界
逃学威龙
武状元苏乞儿
风月
独臂刀王
少林搭棚大师
线人
狄仁杰之通天帝国
古惑仔之只手遮天
胜者为王
新古惑仔之少年激斗篇
"烈火战车２ 极速传说"
古惑仔情义篇之洪兴十三妹
魔
一个好爸爸
古惑仔激情篇洪兴大飞哥
友情岁月之山鸡故事
顺流逆流
独臂拳王大破血滴子
游园惊梦
维多利亚壹号
悲情城市
拍案惊奇
魔幻厨房:
喋血孤城
霹雳十杰
天水围的夜与雾
战神传说
形影不离
人在囧途
男人四十
鹿鼎记
太阳照常升起
百变星君
夜·上海
金鸡
得閒炒饭
醉侠苏乞儿
雀圣
伊贺忍法帖
破坏之王
喜剧之王
监狱风云
烈火战车
浑身是胆
쓰리
独臂刀
烂头何
独立时代
海洋天堂
麻将
伏击
猛男大贼胭脂虎
九品芝麻官之白面包靑天
射鵰英雄传之东成西就
新少林寺
老鼠爱上猫
鹰爪铁布衫
龙的传人
豪门夜宴
神击大道
想飞
我爱夜来香
黐线枕边人
鬼咬鬼
脂粉双雄
海上传奇
睹侠
红衣喇嘛
插翅虎
特警屠龙
龍在江湖
旺角监狱
再见阿郎
刀见笑
真心英雄
知法犯法
螳螂
神奇侠侣
富贵列车
家有囍事
呖咕呖咕新年财
出埃及记
离别钧
周渔的火车
忘不了
流氓英雄
神偷谍影
再说一次我爱你
童梦奇缘
太极拳
我知女人心
最佳福星
五福星撞鬼
观音山
决战刹马镇
日照重庆
上海滩十三太保
超级学校霸王
秋天的童话
太极气功
功夫小子
大师
怪兽学园
神勇双响炮续集
陆小凤之绣花大盗
勇者无惧
鬼画符
龙虎会风云
赞先生与找钱华
女机械人
洪拳与咏春
大旗英雄传
圆月弯刀
白玉老虎
武馆
合家欢
孔雀王朝
黄飞鸿少林拳
香港也疯狂
倚天屠龙记
八道楼子
老虎出更
蔡李佛
妖魔道
新天龙八部之天山童姥
金玉良缘红楼梦
绝代双骄
毁灭号地车
打雀英雄传
血酒天牢
紫雨风暴
天龙八将
通天小子红枪客
江湖最后一个大路
殭尸先生
殭尸家族
灵幻先生
殭尸叔叔
驱魔警察
一眉道人
兽性诱惑之赤裸性游戏
单身男女
阮玲玉
不扣钮的女孩
จันดารา
降头
慾女
北京原人
笑侠楚留香
霸王花
胭脂扣
不夜城
诱僧
妖兽都市
阴阳血滴子
英雄无泪
建党伟业
花飞满城春
功夫大师
开心鬼撞鬼
猛男滚死队
钮扣人
武侠
江湖龙虎斗
最佳女婿
长辈
睡拳怪招
财神客栈
老虎田鸡
头七还魂夜
投奔怒海
不再让你孤单
女人四十
非常突然
大世界
癫老正传
热浪球爱战
麦兜故事
卧虎
半斤八两
义胆群英
全球热恋
玉蒲团之玉女心经
神经侠侣
济公
黄飞鸿系列之一代师
最爱
肩上蝶
血芙蓉
御猫三戏锦毛鼠
中华赌侠
四骑士
画壁
白蛇传说
阿郎的故事
忠烈图
空山灵雨
辛亥革命
武状元铁桥三
白莲邪神
金陵十三钗
龙门秘指
春满丹麦
赤裸红唇
幸福额度
大腕
同居蜜友
肥龙过江
铁甲无敌玛利亚
喜爱夜蒲
异度空间
跳跳舞
聊斋艳谭续集五通神
手机
英雄好汉
甲方乙方
凶男寡女
夏日恋神马
蜜桃成熟时
猛鬼入侵黑社会
神勇飞虎霸王花
天若有情
鸿门宴
乘着光影旅行－李屏宾的摄影人生
力王之黑色擂台
上天救命
英雄·喋血
"守望者: 罪恶迷途"
龙门飞甲
杨门女将之军令如山
庙街十二少
蜡笔小小生
极速天使
逆战
大魔术师
截拳鹰爪功
南洋十大邪术
李三脚威震地狱门
情人结
杀手欧阳盆栽
战·无双
天师撞邪
黄面老虎
盖世奇花
麦兜菠萝油王子
八星抱喜
笑咏春
星空
大太监
每当变幻时
风儿踢踏踩
铁金刚大破紫阳观
楚留香
壁虎
臭头小子
方世玉与洪熙官
瘦虎肥龙
油鬼子
亡命忍者
野战忍者
处女降
龙形刁手金钟罩
铁掌旋风腿
夺命金
唐山五虎
出笼马骝
虎鹰
重装警察
香港奇案之吸血贵利王
桃姐
僱佣兵
黄土地
新上海滩
金玉满堂
八星报喜
八宝奇兵
买凶拍人
爱
舞拳
地下铁
女人．本色
大追捕
我愿意
龙之争霸
海南鸡饭
提防小手
淫种
绑架
殭尸少爷
等待黎明
双城计中计
亚洲警察之高压线
琴剑恩仇
最佳拍档之醉街拍档
追男仔
"화장실, 어디에요?"
三毛流浪记
黑马王子
唐人街功夫小子
红粉兵团
城巿特警
狼女白魔
第一类型危险
人鱼朵朵
灵幻童子
盘丝洞
飞尸
蛊
神打
红粉游侠
鬼新娘
鬼整人
菩提幽魂
心魔
我在监狱的日子
替天行道之杀兄
鬼屋小精灵
脑魔
猛鬼咒
诸葛四郎大斗双假面
春娇与志明
金粉游龙
貂女
仇
海滩的一天
红孩儿
金尼姑
鬼媾人
漫画奇侠
精灵变
监狱不设防
画皮之阴阳法王
鬼打鬼之黄金道士
魔高一丈
殭尸福星仔
笑傲侠义黄大仙
银姑
灵幻新娘
猛鬼迫人
出土奇兵
鬼娘子
妖怪都市
梁山伯与祝英台
胭脂虎
少林英雄
处女的诱惑
搭错线
少年与少妇
慾魔
毒女
黑灵官
珊珊
铁扇公主
新啼笑姻缘
凶咒
那山那人那狗
血海螳螂仇
龙争虎斗精武魂
香港屠夫
群星会
毒战
亚飞与亚基
流氓差婆
破事儿
我们天上见
我要活下去
摩登天师
边缘岁月
万人斩
学校风云
杀生
强奸陷阱
怪物
卫斯理之老猫
车手
天涯海角
去年烟花特别多
新难兄难弟
色情男女
安娜玛德莲娜
赌城大亨之新哥传奇
甜言蜜语
十万火急
川岛芳子
手机凶灵
西游记之大闹天宫
四大名捕
情谜
癫螳螂
危险关系
太极
洪门斗恶者
姨妈的后现代生活
忠烈精武门
玉蒲团之官人我要
勇立忍者
도둑들
掌门人
邪
我爱厨房
江湖告急
不见不散
麒麟掌
美丽酒吧
鎗王
快活林
盗脑者
唐人票客
猎头
听风者
勾魂恶梦
爱奴新传
乐翻天
笔仙惊魂
蝴蝶飞
消失的子弹
唐人客
光阴的故事
太极八蛟
新僵尸先生
幸运一条龍
龙威山庄
匹夫
无敌幸运星
冇警时份
大武士与小票客
赤脚小子
铜雀台
影子爱人
麦兜．当当伴我心
寒战
愈快乐愈堕落
流浪汉世界杯
平安夜
冷面狙击手
表姐，你好嘢！
师兄撞鬼
王朝的女人·杨贵妃
一九四二
越大镬越快乐
心跳一百
求爱夜惊魂
血中血
魔翡翠
鳄潭群英会
阿金
刀剑笑
上海之夜
害时出世
屯门色魔
冷眼杀机
圣诞奇遇结良缘
妙探双龙
张保仔
鬼同你有缘之阴尸路
行运超人
聊斋志异之鬼话狐
独臂拳王勇战楚门九子
游侠情
男人如衣服
江湖奇侠
十大弟子
断肠剑
我在黑社会的日子
杀妻二人组
精装追女仔
咖喱辣椒
常在我心
七月十三之龙婆
人再囧途之泰囧
最佳损友闯情关
生日快乐
龙凤茶楼
最佳损友
鬼流星
邪完再邪
蛮荒的童话
李小龙与我
鬼迷心窍
快拳怪招
狱中龙
初到贵境
富贵逼人
富贵再逼人
富贵再三逼人
开心鬼
开心鬼放暑假
开心鬼救开心鬼
开心鬼上错身
冷刀染红英雄血
铁血骑警
飞刀手
凶榜
财叔之横扫千军
死亡网络
大丈夫日记
空中小姐
烈火青春
阿虎
女忍者
最佳贼拍档
黑白道
十二生南
就是溜溜的她
一本漫画天涯
黑道风云之收数王
旺角风云
超时空要爱
醉生梦死之湾仔之虎
记得……香蕉成熟时
不夜天
茅山殭尸拳
阳光灿烂的日子
戚继光
白马素车勾魂幡
疯狂粉丝王
浪漫杀手自由人
红场飞龙
火种
香魂女
连体
海市蜃楼
午夜出租车
百星酒店
在一起
撞邪先生
千言万语
西门町
钱王、拳王
西游降魔篇
东方老虎
皇家师姐之中间人
今夜星光灿烂
棋王
倾城之恋
独行大镖客
新阿里巴巴
皇家飞凤
女校风云之邪教入侵
城市判官
何日君再来
绝桥智多星
血裸祭
寒夜青灯
黑海霸王花
火烛鬼
与鸭共舞
义本无言
疯血
专钓大鳄
毒咒
"东瀛游侠 武林圣斗士"
惊魂记
千年女妖
艳鬼凶灵
殭尸医生
梦中人
梦醒血未停
一脱求生
夜激情
猛鬼山坟
凶猫
摩登如来神掌
杀之恋
最后一战
第一茧
茅山学堂
哗鬼旅行团
洪福齐天
义胆雄心
古镜幽魂
天师捉奸
公子多情
望夫成龙
饿狼谷
不了情
小云雀
霸道纵构
怒剑狂刀
龙之家族
似水流年
疯劫
破晓时分
七十二家房客
心兰的故事
蓝与黑
飞越黄昏
笑功震武林
销魂玉
阴阳爱
十三太保李存孝
猎人
金蚕降
忠烈杨家将
人民英雄
来如风
不脱袜的人
捕风汉子
义盖云天
好彩撞到你
神探父子兵
烈火街头
火烧红莲寺之鸳鸯剑侠
爱杀
法内情
省港旗兵第三集
至尊特警
龙行四海
踢到宝
冰天侠女
沙滩仔与周师奶
吉星拱照
七年之痒
碧水寒山夺命金
梦差人
拳击
离魂
猛鬼食人胎
南洋第一邪降
铁胆雄风
佛跳墙
醒目仔
龙虎少爷
辛亥双十
柠檬可乐
男与女
青蛙王子
南斗官三斗北少爷
望子成虫
天注定
一池春水
爱情大拍卖
香港过客
林冲夜奔
亡命徒
一乐也
哪咤
成记茶楼
丑闻
阿牛入城记
捉奸趣事
古之色狼
恶爷
爱情的代价
双侠
大军阀
五雷轰顶
红色恋人
撢武门
决斗者的生命
猛鬼狐狸精
花漾
古惑女之决战江湖
赌覇
飞虎
山中传奇
杀手的童话
龙腾四海
迎春阁之风波
黄金喋血
冷月孤星针无情
惊变
七侠五义
盲探
花月佳期
厨子戏子痞子
第一次的亲密接触
雪在烧
中国合伙人
天机：富春山居图
圣诞玫瑰
追龙
神剑震江湖
女衒
神算
玉面飞狐
十二金钱镖
越来越好之村晚
山水有相逢
宝莲灯
差人·大佬·博命仔
大劫案
钓金龟
不二神探
暗恋桃花源
肝胆相照
拆弹专家宝贝炸弹
女王蜂
泪王子
凤还巢
神偷燕子李三
甜.秘密
감시자들
蒂蒂日记
少年吔，安啦！
为你锺情
天台
沙胆英
大罗剑侠
蝴蝶杯
云水谣
"미스터 고"
赌侠大战拉斯维加斯
"李碧华鬼魅系列: 迷离夜"
火烧圆明园
兄弟
虎度门
飞虎出征
青龙客栈
殭尸
黑名单
早安台北
三五成群
一胆二力三功夫
我和春天有个约会
风尘三侠
抢钱夫妻
婚姻勿语
五亿探长雷洛传：雷老虎
爱在别乡的季节
激战
八两金
童党
火龙
狂舞派
红伶泪
花城
说谎的女人
漫画风云
初缠恋后的二人世界
伦文叙老点柳先开
金三角
天若有情Ⅱ之天长地久
狄仁杰之神都龙王
靓女差馆
人间蒸发
壮士断臂
神探马如龙
非常幸运
爱君如梦
少林真功夫
天地雄心
人皮灯笼
旺角的天空
功夫无敌
糊涂大醉侠
十八玉罗汉
上海滩大亨
白蛇传
第一次不是你
结婚那件事
这个阿爸真爆炸
情陷百乐门
墨斗先生
正牌韦小宝之奉旨沟女
水浒传之英雄本色
特殊身份
火烧岛之横行霸道
李碧华鬼魅系列：奇幻夜
我的麻烦老友
刑警本色
落花时节
杂家高手
青春儿女
甜丝丝
阿婴
冷血人狼
绝种好男人
阴阳界
过界男女
再战江湖
荡妇冤魂
七七敢死队
小英雄大闹唐人街
边城浪子
扫毒
个烂赌的传说
行规
飞越老人院
省港旗兵第四集地下通道
八百壮士
邮差
"表姐，妳好嘢！３ 大人驾到"
神经大侠
花样百出
无法无天飞车党
鬼马智多星
冲锋战警
국제경찰
江湖情
回马枪
街坊差人
光辉岁月
神勇女煞星
夜奔
黑风客栈
一个复杂故事
风暴
宫锁沉香
大明劫
控制
白狐
救火英雄
黑狱断肠歌之砌生猪肉
大咸湿
九二神鵰之癡心情长剑
猪扒大联盟
风雨同路
日本版
年轻人
云雨生死恋
霸王花之皇家赌船
刺客聂隐娘
抹茶之恋味
小生怕怕
金刚王
风起云湧斗狂龙
鬼马大侠
六福喜事
北京爱情故事
一场风花雪月的事
一夫当关
惊天动地
风铃中的刀声
白日焰火
女儿谷
爱情麻辣烫
花眼
我和爸爸
梦醒时分
西太后
特别手术室
新同居时代
大太监李莲英
流星语
流金岁月
意乱情迷
玫瑰的故事
自梳
我爱太空人
中国最后一个太监
哺乳期的女人
我心飞翔
暖
慌心假期
豪情
飞一般爱情小说
推拿
情义我心知
无涯：杜琪峯的电影世界
卡拉是条狗
香港仔
白发魔女传之明月天国
如来神掌(上集)
星星点灯
走到底
高山下的花环
刺客
晚钟
蝴蝶的微笑
小百无禁忌
神奇
听见下雨的声音
归来
入册
黑色喜剧
临终囧事
猎鹰计划
同根生
沉底鳄
飙城
血在风上
地头龙
喋血风云
冲击天子门生
雷霆扫穴
蠍子
蠍子之灭杀行动
狭路英豪
天与地
燃情男狙击
山村老尸
黑夜怪客
老爷车纵火谋杀案
香港奇案之四《庙街皇后》
香港奇案之五《奸魔》
手扣
救世者
贼性
流氓公仆
全职大盗
天行者
诡镇
太平轮(上)
梁婆婆重出江湖
旗鱼
Ａ面Ｂ面
红河谷
美丽的错误
追爱
独家试爱
中国功夫少女组
雍正命丧少林门
爱人同志
相见好
危情
金装大酒店
小男人周记
分手大师
盂兰神功
最后判决
情迷个半月
救世神棍
天生一对
非典人生
老夫子反斗侦探
枕边凶灵
惜别海岸
台上台下
催眠大师
哗！英雄
回转寿尸
龙在边缘
恭喜发财
夜半一点钟
前任攻略
天螺大破五行阵
我要结婚
末日派对
哥哥的情人
盗马记
彩云曲
最佳嫌疑人
天王拳
秘语十七小时
制服
เพชรตัดเพชร
พยัคฆ์ยี่เก
正将
非狐外传
贩母案考
大煞星与小妹头
八彩林亚珍
闯入者
毒玫瑰
风流铁汉
鸿胜蔡李佛
亲爱的
春满芭堤雅
窗
飞女正传
广岛廿八
昨天今天明天
珮诗
第七谎言
失恋急让
等一个人咖啡
阴阳路之升棺发财
军中乐园
欢乐时光
สิงห์จ้าวพยัคฆ์
一生一世
无问西东
野兽童党
一个人的武林
黑社会档案之黑金帝国
男人唔可以穷
唐伯虎冲上云宵
黑玫瑰
神偷姊妹花
一屋哨牙鬼
新苏小妹三难新郎
捞家邪牌姑爷仔
投胎人
池女
床上的故事
爱慾狂潮
师爸
懵佬，大贼，傻侦探
系咁先
垂帘听政
八旗子弟
杨乃武与小白菜
闘茶
开心乐园
爱情梦幻号
给他们一个机会
猎仇者
庙街皇后
夺命心跳
大茶饭
智取威虎山
黄飞鸿之英雄有梦
太平轮(下)
溶尸奇案
坏姐姐之拆婚联盟
大撒把
大踢爆
大闹广昌隆
傲气雄鹰
情不自禁
剑奴
点对点
水浒传之英雄好色
伟哥的故事
密宗圣手
四大名捕大结局
骗财骗色
钟馗伏魔：雪妖魔灵
寻龙诀
我的早更女友
撒娇女人最好命
天将雄师
沙甸鱼杀人事件
小狐仙
龙凤智多星
小生梦惊魂
伴我纵横
江湖篇之大佬
龙猫烧须
魔幻紫水晶
尸家重地
你情我愿
脂粉奇兵
摧花者死
鬼干部
大哥让位
水玲珑
老虎出监
中日南北和
女儿当自强
超级女警
无牙殭尸
追鬼七雄
凌晨晚餐
露水红颜
酒帘
爱得起
杀戒
南京的基督
天台的月光
群莺乱舞
门
红西服
"世博总动员: 世博冠军湖丝仔"
青春差馆
都市情缘
锦绣前程
长大成人
两个人的房间
青春斗
百鸟朝凤
非常爱情
美丽上海
狂
香香闹油坊
黄河谣
血战到底
女儿红
花桥荣记
用心跳
触不可及
忘了去懂你
翡翠狐狸
仙人掌
鼓手
天长地久
永失我爱
一步之遥
涩青
点指兵兵之青年干探
三文治
荒漠人
麻麻帆帆
微爱之渐入佳境
麦兜．我和我妈妈
偷偷爱你
窈窕绅士
山河故人
人细鬼大
精装难兄难弟
超级无敌追女仔
对不起，多谢你
新恋爱世纪
天旋地恋
龙火
星语心愿
灵与慾
真心话
喂，揾边位？
三个相爱的少年
赤道
我的特工爷爷
开心勿语
血染红尘
机密档案之致命诱惑
救薑刑警
小城故事
不一样的妈妈
危险情人
新房客
祝福
人生得意衰尽欢
反骨仔
尽诉心中情
富贵开心鬼
狂情
杀入爱情街
冲上云霄
神龙赌圣之旗开得胜
停不了的爱
我老婆唔系人
烂赌英雄
梦过界
至尊三十六计之偷天换日
中环英雄
夺宝龙虎斗
摇摆的婚约
异域
异域之末路英雄
喋血柔情
鸭王
男歌女唱
爱在阳光下
三丰独闯少林
挑情
老港正传
六楼后座
失孤
雏妓
夜疯狂
烟飞烟灭
孤星血泪
五个孩子的校长
冲破死亡游戏
七擒七纵七色狼
何以笙箫默
冲锋车
浮华宴
捉妖记
踏血寻梅
暴疯语
六合千手
血连环
壹狱壹世界‧高登阔少踎监日记
立体奇兵
江湖半把刀
迷城
将错就错
我是女王
真夜中まで
麻雀王
妈咪侠
华丽上班族
巴黎假期
魔画情
少年班
爱我就陪我看电影
道士下山
热血男人帮
时间就是金钱
黄子华栋笃笑之洗燥
摆渡人
老笠
最佳男朋友
煎饼侠
蜘蛛女
野店
洋妞到我家
老豆唔怕多
最佳搏杀
玉楼三凤
我的少女时代
铁观音勇破爆炸党
花月良宵
风水二十年
大小不良
金三角群英会
越轨之狼
飞天女郎
美男子
不是冤家不聚头
赌鬼总动员
人头马
无问题
飞哥传奇
马路小英雄
侠圣
智勇三宝
老炮儿
至尊计状元才
至尊无赖
每天爱您８小时
擒凶
时来运转
卿本佳人
战龙在野
云下的日子
港囧
解救吴先生
鬼怒川
光荣的愤怒
舞男情未了
我来自北京
金榜题名
三人世界
杜拉拉追婚记
王家欣
点五步
别有动机
三少爷的剑
辣警霸王花
十月初五的月光
吉祥酒店
剩者为王
有客到
哪一天我们会飞
陪安东尼度过漫长岁月
扬子江风云
铁拳
怦然星动
神秘家族
御前侍卫
小小小警察
陀地驱魔人
从天儿降
得閒饮茶
追捕
万万没想到
消失的凶手
恶棍天使
唐人街探案
三人行
魔卡行动
落跑吧爱情
寂寞的十七岁
窗外
云飘飘
云河
蓝桥月冷
枫叶情
鬼马俏医生
爱·有明天
黑白珠
昨夜之灯
今年湖畔会很冷
芳草碧连天
国父孙
不一样的爱
非法操作
吸我一个吻
情色
铁道飞虎
花街柳巷
飞越阴阳界
血溅归乡路
杀手
活该你单身
冬恋
鬼上身
林投姐
一切都好
聚散两依依
树大招风
一念天堂
心跳时刻
美人鱼
西游记之孙悟空三打白骨精
烟雨
龙在哪里？
奔爱
罗曼蒂克消亡史
候鸟之爱
功夫瑜伽
花心野玫瑰
秋霞
第二道彩虹
我是你的野蛮女友
欢喜冤家
忌廉沟鲜奶
人鬼一家亲
中国女兵
上身
横财三千万
独臂神尼
再见，在也不见
"财子, 名花, 星妈"
用爱捉伊人
神偷妙探手多多
小姨怀春
大追击
樱桃
孤恋花
五月樱唇
生命快车
冲破黑漩涡
千面大盗
连琐
新陈三五娘
艳阳天
慾海情魔
野姑娘
宋宫秘史
极限挑战之皇家宝藏
火锅英雄
乔太守乱点鸳鸯谱
红楼梦
审死官翻案
聊斋艳奇之月宫宝盒
灯塔下的恋人
不文小丈夫
选老顶
结婚那件事之后
网络时代的爱情
魔宫魅影
刑警兄弟
不文小丈夫之银座嬉春
消失爱人
不速之客
寒山尸变
鬼胎
梦想合伙人
穿梭阴阳界
唯我独尊
报告典狱长
慾火焚琴
冰河追凶
龙形虎步千里追
负心的人
我的兄弟姐妹
霹雳情
猛鬼屠房
超级保镖
恶人谷
过江
发达先生
舞台姊妹
雨夜天魔
秋天日记
再见王老五
逃学外传
打工狂想曲
曝光人物
悭钱家族
人海孤鸿
何方神圣
杀机重重
好女十八嫁
爱的种籽
楼下的房客
辣妹天使
大唐玄奘
旗正飘飘
夺宝计上计
一屋两妻
开心快活人
家在香港
发达秘笈
带你嫖韩日
九龙皇后
鬼计双雄
少爷威威
封神传奇
半妖乳娘
老夫子三救傻仔明
不文骚
两公婆八条心
龙咁威
大兵金宝
花心三剑侠
飞跃羚羊
奇异旅程之真心爱生命
何必有我?
色慾与纯情
打开我天空
刮痧
搏击奇缘
我最好朋友的婚礼
同居关系
冒牌皇帝
警察扒手两家亲
名剑天骄
富贵兵团
一路顺风
暗色天堂
海鸥飞处
使徒行者
执法者
蜜月酒店杀人事件
古惑夕阳红
东邪西毒：终极版
富贵黄金屋
天作之盒
水浒笑传
六人晚餐
东追西赶跑跳碰
妈妈要我嫁
怪侠一枝梅
七步干戈
我的爱
少林活宝贝
拍拖更
贩卖人口
风从那里来
忘忧草
我是一沙鸥
暴力刑警
勇士之门
天亮之前
一念无明
疯女泪
往事只能回味
报告班长
全力反弹
广东五虎之铁拳无敌孙中山
给野兽献花
卖命边缘
忍
追凶者也
从你的全世界路过
补镬英雄
失业生
连环炮
异乡梦
秋歌
男极探射灯
爱的小屋
我的蛋男情人
浪蝶狂花
幸运是我
偷天特务
ครรภ์ผี
美好的意外
欧洲攻略
情陷掌门人
应召女郎
顽皮侦探三游龙
王牌
少女心
瓦鬼还魂
奇人奇遇
侠大战独臂侠
冲天
麦兜·饭宝奇兵
珠海三雄
两个歌王
歌唱新夜吊白芙蓉
一曲凤求凰
光绪王夜祭珍妃
导火新闻线
黄金岛历险记
情劫
我系老夫子
碧云天
雷霆特警
浪花
蓝色酒店
浪子与修女
新忠烈图
春归何处
慧眼识英雄
偷心贼
窄梯
三笑姻缘
传奇人物
Ｑ畸恋人
爱情长跑
喝采
魔幻赌船
老爷酒店
沙滩上的月亮
老夫子奇趣录
明日天涯
台北爱情故事
冬之祭
大地亲情
说谎的人
偶然
娶错老婆投错胎
情敌蜜月
金盏花
慾燄浓情
江湖第一剑
杀夫游戏
不怕贼惦记
失恋日
珠光宝气
金国民
师奶唔易做
裸尸痕
辞郎洲
独霸天下
妖猫传
健忘村
反转人生
法外情
痴情泪
极东黒社会
山东老娘
乾隆皇奇遇记
同居
三度诱惑
军阀趣史
西游伏妖篇
大闹天竺
盲女奇缘
跟我的前妻谈恋爱
四傻害羞
那年夏天你去了哪里
我要发达
情人，看刀
一片深情
西游记·女儿国
重庆爱情感觉
拜倒石榴裙
乌龙济公
星座奇趣录
幽兰在雨中
乘风破浪
啼笑夫妻
情奔
七只狐狸
刀魂
决战食神
第一次
早晨再见
爱拼才会赢
摇钱树
肉蒲团
野蜜桃
黑火
金钮扣
锁麟囊
庭院深深
紫色风雨夜
青春恋歌
猪仔出更
混在北京
赢家
歌手
王龙
大迫迁
江湖儿女
历代名妓　悲落叶の柳如是
拆弹专家
一对傻鸟
热浪
晨雾
温馨在我心
百厌妹
邪花劫
黑街舞男
江湖悲剧
毒刺
黑色午夜
夜之女
梦的衣裳
八步追魂
疑神疑鬼
青春爱人事件
说好不分手
野性任务
爱我别走
张学友：每天爱你多一些演唱会
爱与交响曲
张学友音乐之旅演唱会
英烈千秋
皇天后土
合约男女
燃烧吧，火鸟
带枪过境
枪口下的小百合
北极风情画
飘零的雨中花
警网雄风
我爱的是你爱我
救殭清道夫
黑色走廊
奸魔
禁房艳奇
